address,categories,primaryCategories,city,country,latitude,longitude,name,postalCode,province,Price range,Aggregate rating,Rating color,Rating text,Votes
1200 20th St S Ste 100,"Carry-out food,Caterers,Italian,American,American Restaurant,American restaurants,Karaoke,Take Out Restaurants,Vegan-friendly,Non-veg,Restaurants,Pizza,Beer/Wine,Restaurant,Take-out,Lacto,Bar and grill restaurants,Fast food,Pizza Place,Sandwiches",Accommodation & Food Services,Birmingham,US,33.49907,-86.79597,Mellow Mushroom,35205,AL,3,4,Green,Very Good,380
600 E Broadway,"Ice Cream Parlors,Breakfast,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Sandwich Shops",Accommodation & Food Services,North Little Rock,US,34.7556,-92.2614,McDonald's,72114,AR,2,4.2,Green,Very Good,259
13869 W Bell Rd Ste 107,"Mexican Restaurant,Restaurant,Carry-out food,Mexican,Tex-mex restaurants,Southwestern restaurants,Mexican restaurants,Fast Food,Karaoke,Restaurants",Accommodation & Food Services,Surprise,US,33.6383,-112.3591,Chipotle Mexican Grill,85374,AZ,2,4.7,Dark Green,Excellent,433
1433 Mine Street,"American Restaurants,Seafood Restaurants,Fast Food Restaurants,Take Out Restaurants,Restaurants",Accommodation & Food Services,Nashville,US,33.97157,-93.82483,Fisherman's Cove,71852,AR,2,3.7,Yellow,Good,176
10880 Randolph St,"Delis And Delicatessens,Carry-out food,Delicatessens,Fast Food Restaurant,Sandwich Place,Restaurants,Sandwich Shops",Accommodation & Food Services,Crown Point,US,41.4205,-87.2392,Subway,46307,IN,1,4.3,Green,Very Good,96
2701 N Western Ave,"Restaurant,Burger Joint,Carry-out food,Hot dog restaurants,Fast Food Restaurant,American restaurants,Hamburger restaurants,Fast Food,Karaoke,Fast food restaurants,Restaurants",Accommodation & Food Services,Chicago,US,41.9307,-87.6876,Burger King,60647,IL,2,3.1,Orange,Average,6
2581 Us Highway 43,"American Restaurants,Hot Dog Stands and Restaurants,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Winfield,US,33.93823,-87.84115,Sonic Drive-In,35594,AL,1,3.3,Orange,Average,33
3905 Sw 40th Boulevard,"Fast Food Restaurant,Fast Food",Accommodation & Food Services,Gainesville,US,29.6179,-82.3836,Burger King,32608,FL,2,4.6,Dark Green,Excellent,489
110 5th Saint E,"Pizza,Fast Food Restaurants,Restaurants,Take Out Restaurants",Accommodation & Food Services,Warrior,US,33.81765,-86.80712,Domino's Pizza,35180,AL,2,4.5,Dark Green,Excellent,345
1404 S Rock Street,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Sheridan,US,34.28972,-92.39836,Burger King,72150,AR,2,3.8,Yellow,Good,149
8256 Orion Ave,"Mexican Restaurant,Restaurant,Mexican Restaurants,Mexican,Breakfast,Vegetarian,Fast Food Restaurant,Fast Food Restaurants,Fast Food,Cafes,Restaurants",Accommodation & Food Services,Van Nuys,US,34.2208,-118.4719,Taco Bell,91406,CA,2,3.9,Yellow,Good,330
1728 Highway 69 Boulevard,"Pizza,Fast Food Restaurants,Restaurants,Take Out Restaurants",Accommodation & Food Services,Trumann,US,35.67839,-90.54888,Pizza Pro,72472,AR,3,3.9,Yellow,Good,247
14251 West Indian School Bypass,"Breakfast,Fast Food,Chicken,Hamburgers,Restaurants",Accommodation & Food Services,Goodyear,US,33.4854,-112.3655,Whataburger,85395,AZ,1,3.7,Yellow,Good,123
10850 Haynes Bridge Road,"Restaurant,Mexican,Breakfast,Vegetarian,Fast Food,Restaurants",Accommodation & Food Services,Alpharetta,US,34.0498,-84.2869,Taco Bell,30022,GA,3,3.6,Yellow,Good,109
42966 Hayes Rd,"Delis And Delicatessens,Restaurant,Fast Food Restaurant,wich Place,Sandwich Place,Catering,Restaurants,Sandwich Shops",Accommodation & Food Services,Clinton Township,US,42.6121,-82.9726,Jimmy John's,48038,MI,3,3.7,Yellow,Good,134
1201 W Main St,"Ice Cream and Frozen Desserts,New Lebanon Restaurants,Fast Food Restaurants,Dessert Restaurants,Hamburgers and Hot Dogs,Restaurants,Ice Cream Shop",Accommodation & Food Services,New Lebanon,US,39.7459,-84.4101,Dairy Queen,45345,OH,3,4.2,Green,Very Good,722
1200 Broadway,"Delis And Delicatessens,Restaurant,wich Place,Take Out Restaurants,Fast Food Restaurants,Sandwich Place Midtown,Restaurants,Sandwich Shops",Accommodation & Food Services,Gary,US,41.591,-87.3374,Subway,46407,IN,2,4.3,Green,Very Good,213
3602 Grape Rd Ste 2,"Delis And Delicatessens,Take Out Restaurants,Fast Food Restaurants,Restaurants,Sandwich Shops",Accommodation & Food Services,Mishawaka,US,41.6932,-86.1873,Subway,46545,IN,2,4,Green,Very Good,335
102 Elm St,"Pizza,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Catering,Restaurants",Accommodation & Food Services,Covington,US,39.0948,-84.5454,Pizza Hut,41016,KY,2,4,Green,Very Good,353
4533 S Emerson Ave,"Carry-out food,Caterers,Restaurant delivery service,Chicken Wings,Food Delivery,American restaurants,Karaoke,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Restaurant,Pizza Place,Catering",Accommodation & Food Services,Indianapolis,US,39.7013,-86.082,Pizza Hut,46203,IN,1,4,Green,Very Good,170
100 S Mannheim Rd,"Asian Restaurants,Chinese Restaurant,Restaurant,Bars & Clubs,Chinese Restaurants,Fast Food Restaurant,Take Out Restaurants,Fast Food Restaurants,Food & Entertainment,Restaurants",Accommodation & Food Services,Hillside,US,41.868,-87.8829,Panda Express,60162,IL,2,4.1,Green,Very Good,192
2994 Crawfordville Hwy,"Restaurant,Fast Food Restaurant,Fast Food,Hamburgers,Restaurants",Accommodation & Food Services,Crawfordville,US,30.1784,-84.3756,Hardee's,32327,FL,3,4.1,Green,Very Good,302
3750 NW 13th Street,"Fast Food,Chicken,Restaurants",Accommodation & Food Services,Gainesville,US,29.6858,-82.3397,KFC,32609,FL,1,4.2,Green,Very Good,355
3485 East Ajo Way,"Fast Food Restaurant,Fast Food",Accommodation & Food Services,Tucson,US,32.1784,-110.9182,Burger King,85713,AZ,2,4.3,Green,Very Good,287
1406 N Main Street,"Fast Food Restaurants,Take Out Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Brinkley,US,34.90503,-91.1979,McDonald's,72021,AR,3,4,Green,Very Good,264
9703 Kennedy Avenue,Fast Food,Accommodation & Food Services,Highland,US,41.5372,-87.461,Wendy's,46322,IN,3,4.4,Green,Very Good,235
1955 Main St Ste 101,"Delis And Delicatessens,Restaurant,Carry-out food,Delicatessens,American restaurants,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Restaurants,Sandwich Shops",Accommodation & Food Services,Wailuku,US,20.8879,-156.5008,Subway,96793,HI,2,3,Orange,Average,6
317 N Main St,"Delis And Delicatessens,Restaurant,wich Place,Take Out Restaurants,Fast Food Restaurants,Food & Entertainment,Sandwich Place,Restaurants,Sandwich Shops",Accommodation & Food Services,Chatham,US,39.6766,-89.7046,Subway,62629,IL,2,3.7,Yellow,Good,38
1702 W Bradley Ave,"Pizza,Restaurant,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Champaign,US,40.1278,-88.2749,Domino's Pizza,61821,IL,1,4.4,Green,Very Good,122
607 Union Street,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Dardanelle,US,35.22098,-93.16306,Burger King,72834,AR,2,4.4,Green,Very Good,207
109 W 1st Avenue,"Fast Food Restaurants,Mexican Restaurants,Restaurants",Accommodation & Food Services,Crossett,US,33.13505,-91.96268,Taco Bell,71635,AR,1,3.9,Yellow,Good,66
990 N. Western Ave.,"Mexican,Breakfast,Vegetarian,Fast Food,Restaurants",Accommodation & Food Services,Los Angeles,US,34.0883,-118.3088,Taco Bell,90029,CA,1,4.9,Dark Green,Excellent,249
1201 Ar 56 HWay,"Fast Food Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants",Accommodation & Food Services,Calico Rock,US,36.12925,-92.13006,Subway,72519,AR,2,3.8,Yellow,Good,63
100 Markham Park Drive,"Fast Food,Chicken,Restaurants",Accommodation & Food Services,Little Rock,US,34.7543,-92.4044,KFC,72211,AR,3,3.8,Yellow,Good,145
6878 E Sunrise Dr STE 150,"Delis And Delicatessens,Restaurant,Take Out Restaurants,Fast Food Restaurants,Restaurants,Sandwich Shops",Accommodation & Food Services,Tucson,US,32.3088,-110.8469,Subway,85750-0892,AZ,1,3.8,Yellow,Good,83
201 Poplar Avenue,"Fast Food Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants",Accommodation & Food Services,Memphis,US,35.14919,-90.04758,Subway,38103,TN,2,3.7,Yellow,Good,116
1216 E Antigo St,"American Restaurants,Carry-out food,Hot Dog Stands and Restaurants,Hot dog restaurants,Hamburger restaurants,American restaurants,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Fast food restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Stamps,US,33.36558,-93.4851,Sonic Drive-In,71860,AR,1,4.1,Green,Very Good,122
4501 Central Ave Ste 147,"Fast Food Restaurants,Chicken Restaurants,Restaurants",Accommodation & Food Services,Hot Springs National Park,US,34.4484,-93.07936,Chick-Fil-A,71913,AR,1,4.1,Green,Very Good,142
227 E Market Street,"Fast Food Restaurants,Restaurants",Accommodation & Food Services,Clarksville,US,35.45033,-93.46147,Arby's,72830,AR,1,4.1,Green,Very Good,114
518 N Plaza Court,"Fast Food Restaurants,American Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants",Accommodation & Food Services,Van Buren,US,35.46017,-94.35731,Subway,72956,AR,2,4.6,Dark Green,Excellent,214
11920 S Western Ave,"Ice Cream Parlors,Breakfast,Fast Food,Coffeehouses,Salads,Food & Entertainment,Hamburgers,Restaurants,Sandwich Shops",Accommodation & Food Services,Blue Island,US,41.6768,-87.681,McDonald's,60406,IL,1,4.3,Green,Very Good,116
8350 Warden Road,"Restaurant,Mexican,Breakfast,Mexican Restaurants,Vegetarian,Fast Food,Fast Food Restaurants,Restaurants",Accommodation & Food Services,Sherwood,US,34.83044,-92.18308,Taco Bell,72120,AR,2,4.2,Green,Very Good,111
435 Germantown Pike,"Italian Restaurant,Caterers,Italian,Hot dog restaurants,Hamburger restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants,Italian Restaurants,Pizza,American Restaurants,Mediterranean Restaurants,Hamburgers and Hot Dogs,Sandwich Shops",Accommodation & Food Services,Lafayette Hill,US,40.0914,-75.2593,Tonelli's Takeout,19444-1815,PA,1,3.7,Yellow,Good,25
1034 Little Road,"Chicken Restaurants,Fast Food Restaurants,Restaurants,Take Out Restaurants",Accommodation & Food Services,Jacksonville,US,34.881985,-92.13043,Popeyes Louisiana Kitchen,72076,AR,1,4.1,Green,Very Good,128
3111 Mahan Dr.,"Traditional American,Fast Food,Chicken,Hamburgers,Restaurants,Sandwich Shops",Accommodation & Food Services,Tallahassee,US,30.4598,-84.225,Checkers,32308,FL,1,4.3,Green,Very Good,244
8835 Davis Blvd,"Mexican Restaurant,Restaurant,Mexican,Breakfast,Fast Food Restaurant, Mexican Restaurant, and Taco Place,Mexican Restaurants,Taco Place,Vegetarian,Fast Food Restaurant,Fast Food,Fast Food Restaurants,Restaurants",Accommodation & Food Services,Naples,US,26.1553,-81.6891,Taco Bell,34116,FL,1,4.2,Green,Very Good,112
2424 N West Avenue,"Fast Food Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants",Accommodation & Food Services,El Dorado,US,33.23627,-92.66566,Subway,71730,AR,1,4.1,Green,Very Good,144
2537 N Dale Mabry Hwy,"Fast Food Restaurant,wich Place,Catering,Sandwich Place,Restaurants,Sandwich Shops",Accommodation & Food Services,Tampa,US,27.9631,-82.5054,Jimmy John's,33607,FL,2,4.6,Dark Green,Excellent,166
425 W Capitol Ave Ste 19,"Restaurant,Carry-out food,Delicatessens,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Restaurants,Sandwich Shops",Accommodation & Food Services,Little Rock,US,34.74404,-92.27566,Subway,72201,AR,3,4.5,Dark Green,Excellent,208
4415 E Mccain Boulevard,"Chicken Restaurants,Fast Food Restaurants,Restaurants,Take Out Restaurants",Accommodation & Food Services,North Little Rock,US,34.78954,-92.21519,Popeyes Louisiana Kitchen,72117,AR,2,3.9,Yellow,Good,136
1728 E Robinson Avenue,"Fast Food Restaurants,Mexican Restaurants,Restaurants",Accommodation & Food Services,Springdale,US,36.16773,-94.11205,Taco Bell,72764,AR,1,4,Green,Very Good,85
983 W Sunset Avenue,"Fast Food Restaurants,Restaurants",Accommodation & Food Services,Springdale,US,36.17447,-94.14027,Long John Silver's,72764,AR,2,4.1,Green,Very Good,117
3610 Camden Road,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",Accommodation & Food Services,Pine Bluff,US,34.19298,-92.06145,McDonald's,71603,AR,2,3.4,Orange,Average,53
314 S School Avenue,"Pizza,Family Style Restaurants,Fast Food Restaurants,Restaurants,Take Out Restaurants",Accommodation & Food Services,Fayetteville,US,36.05859,-94.16417,Pizza Hut,72701,AR,2,4.9,Dark Green,Excellent,474
1443 Main Drive,"American Restaurants,Takeout,Hot Dog Stands and Restaurants,Fast Food,Soda Fountain Shops,Fast Food Restaurants,Take Out Restaurants,Chicken,Chicken Restaurants,Hamburgers,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Fayetteville,US,36.13308,-94.14768,Sonic Drive-In,72704,AR,1,3.9,Yellow,Good,125
1140 Hamner Avenue,"Mexican Restaurant,Restaurant,Mexican,Breakfast,Mexican Restaurants,Vegetarian,Fast Food Restaurant,Fast Food,Fast Food Restaurants,Restaurants",Accommodation & Food Services,Norco,US,33.8993,-117.5631,Taco Bell,92860,CA,4,3.7,Yellow,Good,201
4495 N Oracle Rd,"Ice Cream Parlors,Breakfast,Fast Food Restaurants,Take Out Restaurants,Fast Food,Restaurants,Frozen Yogurt Shops,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops",Accommodation & Food Services,Tucson,US,32.2879,-110.9788,McDonald's,85705,AZ,2,0,White,Not rated,2
3700 Rivertown Parkway,"Breakfast,Bagels,Catering Companies,Fast Food Restaurants,Fast Food,Bagel Shops,Restaurants,Traditional American,Coffeehouses,Traditional American Restaurants,Bakeries,Catering,Sandwich Shops",Accommodation & Food Services,Grandville,US,42.8793,-85.7557,Panera Bread,49418,MI,2,0,White,Not rated,3
2303 E Parker Road,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Jonesboro,US,35.80472,-90.67811,Steak 'n Shake,72404,AR,1,4.3,Green,Very Good,167
2935 Parkwood Rd Ste C,"American Restaurants,Chicken Restaurants,Fast Food Restaurants,Restaurants,Take Out Restaurants",Accommodation & Food Services,Jonesboro,US,35.81659,-90.67015,Wings To Go,72401,AR,2,4,Green,Very Good,112
1710 Lincolnway,"Delis And Delicatessens,Carry-out food,Restaurant,Delicatessens,American restaurants,wich Place,Take Out Restaurants,Fast Food Restaurants,Karaoke,Sandwiches,Restaurants,Sandwich Shops",Accommodation & Food Services,Valparaiso,US,41.4671,-87.0394,Subway,46383,IN,2,4.1,Green,Very Good,256
2629 S Main St,"Carry-out food,Mexican Restaurants,Mexican,Breakfast,Tex-mex restaurants,Vegetarian,Southwestern restaurants,Fast Food Restaurants,Fast Food,Restaurants,Mexican Restaurant,Fast Food Restaurant and Mexican Restaurant,Restaurant,Fast Food Restaurant",Accommodation & Food Services,Anderson,US,34.4803,-82.6475,Taco Bell,29624,SC,1,4.3,Green,Very Good,123
1515 West Jefferson Avenue,"Ice Cream Parlors,Breakfast,Fast Food,Coffeehouses,Salads,Food & Entertainment,Hamburgers,Restaurants,Sandwich Shops",Accommodation & Food Services,Joliet,US,41.5232,-88.1196,McDonald's,60435,IL,2,4,Green,Very Good,199
435 S River Rd,"American Restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Des Plaines,US,42.0455,-87.8851,White Castle,60016,IL,2,4.1,Green,Very Good,157
4424 W Markham Street,"Fast Food Restaurants,Mexican Restaurants,Restaurants",Accommodation & Food Services,Little Rock,US,34.75209,-92.32265,Taco Bell,72205,AR,2,4.1,Green,Very Good,100
6 Colonel Glenn Court,"Fast Food Restaurants,Mexican Restaurants,Restaurants",Accommodation & Food Services,Little Rock,US,34.7111,-92.40663,Taco Bell,72210,AR,3,4.2,Green,Very Good,141
9101 W Markham Street,"Fast Food Restaurants,Mexican Restaurants,Restaurants",Accommodation & Food Services,Little Rock,US,34.75252,-92.37497,Taco Bueno,72205,AR,2,4.2,Green,Very Good,197
9600 N Rodney Parham Road,"Fast Food Restaurants,Mexican Restaurants,Restaurants",Accommodation & Food Services,Little Rock,US,34.76077,-92.38021,Taco Bell,72227,AR,2,4.5,Dark Green,Excellent,1025
6010 Market Street,"American Restaurants,Hot Dog Stands and Restaurants,Fast Food,Soda Fountain Shops,Fast Food Restaurants,Chicken,Chicken Restaurants,Hamburgers,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Russellville,US,35.35544,-93.12365,Sonic Drive-In,72802,AR,2,4.9,Dark Green,Excellent,570
1377 N Harbor City Blvd,"Delis And Delicatessens,Fast Food Restaurant,wich Place,Melbourne Restaurants,Sandwich Place,Restaurants,Sandwich Shops",Accommodation & Food Services,Melbourne,US,28.1294,-80.6299,Subway,32935,FL,3,4.5,Dark Green,Excellent,674
1420 NW 10th St,"International restaurants,Greek Restaurant,Delicatessens,Greek Restaurants,American restaurants,Fast Food Restaurants,Take Out Restaurants,Karaoke,Restaurants,Delis And Delicatessens,Turkish restaurants,Mediterranean Restaurants,Armenian restaurants,Middle eastern restaurants,Greek restaurants,Sandwich Shops",Accommodation & Food Services,Ocala,US,29.1968,-82.1514,Manhattan Subs & Gyros,34475,FL,2,4.1,Green,Very Good,496
5025 N State Line Avenue,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Texarkana,US,33.46667,-94.04323,Burger King,75503,TX,2,4,Green,Very Good,411
201 E Bison Way,"Fast Food Restaurant,Fast Food,Hamburgers,Restaurants",Accommodation & Food Services,Hudson,US,40.0775,-104.6487,Carl's Jr.,80642,CO,2,3.2,Orange,Average,113
2375 Dave Ward Drive,"Ice Cream and Frozen Desserts,Dessert Restaurants,Fast Food Restaurants,Restaurants",Accommodation & Food Services,Conway,US,35.06969,-92.46013,Andy's Frozen Custard,72034,AR,3,4.5,Dark Green,Excellent,1109
8570 Highway 71 S,"Pizza,Take Out Restaurants,Fast Food Restaurants,Restaurants",Accommodation & Food Services,Wickes,US,34.308807,-94.340256,Pizza Pro,71973,AR,2,4.6,Dark Green,Excellent,728
789 N Sebastian,"Carry-out food,American restaurants,Fast Food,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Restaurants,Restaurant,American Restaurants,Barbecued poultry,Chicken,Barbecue,Spare rib restaurants,Family Friendly Restaurants",Accommodation & Food Services,West Helena,US,34.5542,-90.65532,Kfc,72390,AR,1,4.4,Green,Very Good,659
1066 Harriman Pl,"Mexican Restaurant,Carry-out food,Restaurant,Wings Joint,Tex-mex restaurants,Southwestern restaurants,Fast Food Restaurant,Mexican restaurants,Fast Food Restaurant, Mexican Restaurant, and Wings Joint,Restaurants",Accommodation & Food Services,San Bernardino,US,34.067,-117.2617,El Pollo Loco,92408,CA,3,4.2,Green,Very Good,370
511 NW 4th Street,"Fast Food Restaurants,Take Out Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Walnut Ridge,US,36.07314,-90.95494,McDonald's,72476,AR,3,4.3,Green,Very Good,532
103 Hwy 31 N,"Ice Cream Parlors,Breakfast,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Sandwich Shops",Accommodation & Food Services,Athens,US,34.8037,-86.9519,McDonald's,35611,AL,2,4.8,Dark Green,Excellent,860
7101 Democracy Blvd Spc 2341,"Chicken Restaurants,Fast Food Restaurants,Restaurants,Take Out Restaurants",Accommodation & Food Services,Bethesda,US,39.02284,-77.14688,Popeyes Louisiana Kitchen,20817,MD,1,4.2,Green,Very Good,943
2451 Chillum Road,"Chicken Restaurants,Fast Food Restaurants,Restaurants,Take Out Restaurants",Accommodation & Food Services,Hyattsville,US,38.95171,-76.96881,Popeyes Louisiana Kitchen,20782,MD,4,4.1,Green,Very Good,476
889 E National Rd,"Asian Restaurants,Restaurant,Chinese Restaurant,Carry-out food,Caterers,Chinese Restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants",Accommodation & Food Services,Vandalia,US,39.8926,-84.1809,Dragon China,45377,OH,1,4.1,Green,Very Good,218
104 N West Street,"American Restaurants,Caterers,American,Soul Food Restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants",Accommodation & Food Services,Alexandria,US,38.80626,-77.05471,Charlene's Kitchen,22314,VA,1,4,Green,Very Good,214
8476 E Ridge Rd,"Restaurant,Carry-out food,Mexican Restaurants,Mexican,Breakfast,Vegetarian,Fast Food Restaurant,Mexican restaurants,Fast Food Restaurants,Fast Food,Restaurants",Accommodation & Food Services,Hobart,US,41.5511,-87.2369,Taco Bell,46342,IN,2,4.3,Green,Very Good,699
6904 Kennedy Ave,"Restaurant,Hot dog restaurants,Fast Food Restaurant,Hamburger restaurants,Fast Food,Fast food restaurants,Restaurants",Accommodation & Food Services,Hammond,US,41.588,-87.462,Burger King,46323,IN,2,3.8,Yellow,Good,308
2622 Charles St,"Ice Cream Parlors,Carry-out food,Movie theaters,Breakfast,Hot dog restaurants,American restaurants,Hamburger restaurants,Take Out Restaurants,Fast Food,Restaurants,Frozen Yogurt Shops,Fast Food Restaurant,Coffeehouses,Salads,Fast food restaurants,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops",Accommodation & Food Services,Rockford,US,42.2597,-89.0541,McDonald's,61108,IL,2,4,Green,Very Good,157
6200 Cermak Rd,"Carry-out food,Caterers,Fried Chicken Joint,American restaurants,Fast Food,Restaurants,Restaurant,Barbecued poultry,Fast Food Restaurant,Chicken,Barbecue,Spare rib restaurants,Chicken restaurants",Accommodation & Food Services,Berwyn,US,41.8511,-87.779,KFC,60402,IL,3,4.2,Green,Very Good,530
2800 Milton Way Ste 5,"Carry-out food,Caterers,Delicatessens,Groceries,American restaurants,Fast Food Restaurants,Take Out Restaurants,Sandwiches,Restaurants,Sandwich Shops",Accommodation & Food Services,Milton,US,47.25103,-122.29538,Subway,98354,WA,1,3.6,Yellow,Good,29
235 Roosevelt Avenue,"Fast Food Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants",Accommodation & Food Services,Enumclaw,US,47.19938,-121.97502,Subway,98022,WA,1,3.4,Orange,Average,33
1402 1st Street,"Pizza,Fast Food Restaurants,Restaurants,Take Out Restaurants",Accommodation & Food Services,Enumclaw,US,47.20153,-121.98932,Domino's Pizza,98022,WA,2,3.3,Orange,Average,40
2800 Milton Way,"Pizza,Restaurant,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Sandwich Place,Restaurants",Accommodation & Food Services,Milton,US,47.25103,-122.29538,Domino's Pizza,98354,WA,1,3.4,Orange,Average,153
3500 S Meridian Ste F18,"Natural food restaurants,Carry-out food,Ice cream parlors,American restaurants,Fast Food Restaurants,Restaurants,Ice Cream Shop,Juice bars,Ice Cream and Frozen Desserts,Snack Place,Vegetarian restaurants,Refreshment Stands,Food Court,Health food restaurants,Juices",Accommodation & Food Services,Puyallup,US,47.15782,-122.29609,Orange Julius,98373,WA,2,3.3,Orange,Average,65
1769 NW Saint Lucie West Blvd,"Carry-out food,Mexican Restaurants,Caterers,Tex-mex restaurants,Southwestern restaurants,American restaurants,Family style restaurants,Mexican restaurants,Take Out Restaurants,Fast Food Restaurants,Catering,Restaurants",Accommodation & Food Services,Port Saint Lucie,US,27.3197,-80.3928,Moe's Southwest Grill,34986,FL,2,3.4,Orange,Average,58
5603 Leesburg Pike,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,Hamburger restaurants,Take Out Restaurants,Fast Food,Fast Food Restaurants,Restaurants,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Fast food restaurants,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops",Accommodation & Food Services,Falls Church,US,38.84817,-77.1249,McDonald's,22041,VA,2,3.5,Yellow,Good,100
4803 Leesburg Pike,"Carry Out Food,Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,Hamburger restaurants,Take Out Restaurants,Fast Food,Fast Food Restaurants,Restaurants,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Fast food restaurants,Hamburgers,Sandwich Shops",Accommodation & Food Services,Alexandria,US,38.8434,-77.112,McDonald's,22302,VA,1,3.6,Yellow,Good,156
806 H St NW,"Sandwich Shops,Delicatessens,Fast Food Restaurants,Restaurants,Take Out Restaurants",Accommodation & Food Services,Washington,US,38.89981,-77.02303,BLIMPIE,20001,DC,1,3.5,Yellow,Good,74
1961 Chain Bridge Rd,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Mc Lean,US,38.91792,-77.22138,Five Guys Burgers Fries,22102,VA,2,3.6,Yellow,Good,117
4834 Lee HWay,"Fast Food Restaurants,Take Out Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Arlington,US,38.89635,-77.12625,McDonald's,22207,VA,3,3.7,Yellow,Good,83
1705 Ridgeside Drive,"Pizza,Family Style Restaurants,Fast Food Restaurants,Restaurants,Take Out Restaurants",Accommodation & Food Services,Mount Airy,US,39.36273,-77.16395,Pizza Hut,21771,MD,2,3.6,Yellow,Good,48
2545 E Highway 50,"Carry-out food,Breakfast,Hot dog restaurants,Seafood restaurants,Steak and chop restaurants,American Restaurant,Burgers,Ice cream parlors,American restaurants,Hamburger restaurants,Karaoke,Restaurants,Restaurant,Burger Joint,American Restaurants,Traditional American,Fast Food Restaurant,Fast food restaurants,Hamburgers,Breakfast Restaurants",Accommodation & Food Services,Clermont,US,28.546,-81.711,Steak 'n Shake,34711,FL,3,3.8,Yellow,Good,198
412 South St,"Restaurant,Hot dog restaurants,Fast Food Restaurant,Hamburger restaurants,Fast Food Restaurants,Fast Food,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Front Royal,US,38.9118,-78.1879,Burger King,22630,VA,1,3.5,Yellow,Good,126
8800 Kingsridge Dr,"Delis And Delicatessens,Restaurant,Carry-out food,Delicatessens,wich Place,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Restaurants,Sandwich Shops",Accommodation & Food Services,Dayton,US,39.6305,-84.2124,SUBWAY,45458,OH,1,3.5,Yellow,Good,119
613 Sagamore Pkwy W,"Ice Cream Parlors,Breakfast,Fast Food Restaurants,Take Out Restaurants,Fast Food,Restaurants,Frozen Yogurt Shops,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops",Accommodation & Food Services,West Lafayette,US,40.4529,-86.9176,McDonald's,47906,IN,2,3.6,Yellow,Good,140
705 W Main St,"Fast Food,Ice Cream Parlors",Accommodation & Food Services,Delphi,US,40.5833,-86.6808,Dairy Queen Grill & Chill,46923,IN,3,3.6,Yellow,Good,159
5810 Kingstowne Ctr Ste 130,"Restaurant,Carry-out food,Delicatessens,Fast Food Restaurants,Take Out Restaurants,Sandwiches,Restaurants,Sandwich Shops",Accommodation & Food Services,Alexandria,US,38.77326,-77.13509,Subway,22315,VA,2,3.6,Yellow,Good,131
